gene,sl_n_drivers,sl_drivers,deg_cancers_up,deg_cancers_down,deg_max_log2fc,deg_min_fdr,n_approved_drugs,n_total_drugs,is_druggable,top_drugs,dep_auc,n_dependent_lines,sl_max_lineages,sl_is_universal,composite_score
IGFL2,0,,2,0,1.1782425396446738,2.3374920642095555e-14,0,0,False,,0.5,0,0,False,0.13333333333333333
IGHG1,0,,2,0,2.7816425586699154,1.0143475527923924e-14,0,0,False,,0.5,0,0,False,0.13333333333333333
ID1,0,,0,2,1.6893441820961277,3.794069586478365e-17,0,0,False,,0.5,0,0,False,0.13333333333333333
ICAM2,0,,0,2,1.3869006747883472,2.545325553850726e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
IBSP,0,,2,0,2.250358729703375,1.6616720038319718e-23,0,0,False,,0.5,0,0,False,0.13333333333333333
IGHV1-3,0,,1,1,2.1072895727951124,3.900851593086691e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
IGHV1-45,0,,1,1,1.11852694900878,0.0002135763923645,0,0,False,,0.5,0,0,False,0.13333333333333333
IGHG3,0,,2,0,2.4051881146646945,7.230727156766835e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
IGHV6-1,0,,1,1,1.9079274235200083,3.1804852922642124e-08,0,0,False,,0.5,0,0,False,0.13333333333333333
CDH13,0,,0,2,1.4918906687160325,6.638877679925191e-20,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKJ5,0,,1,1,2.589523685609337,1.525643964082642e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV1-12,0,,1,1,1.494467324270393,1.8293893953572785e-06,0,0,False,,0.5,0,0,False,0.13333333333333333
IGHV2-26,0,,1,1,1.927858676686243,5.116856365128797e-09,0,0,False,,0.5,0,0,False,0.13333333333333333
IGHV2-5,0,,1,1,1.9821138849264648,3.7522638507882313e-08,0,0,False,,0.5,0,0,False,0.13333333333333333
IGHV3-15,0,,1,1,1.981101817290022,1.1332681606962386e-09,0,0,False,,0.5,0,0,False,0.13333333333333333
CDCA8,0,,2,0,2.444258822409177,6.6287765530121905e-37,0,0,False,,0.5,0,0,False,0.13333333333333333
IGHV3-48,0,,1,1,1.8869029837120503,1.131412461774384e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
CDK1,0,,2,0,2.574528013333024,1.4610746455102e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
CENPU,0,,2,0,1.9579675076620644,1.3289728534668116e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
IGHV2-70D,0,,1,1,1.5665806315330402,1.6164941530883466e-06,0,0,False,,0.5,0,0,False,0.13333333333333333
IGHV3-11,0,,1,1,1.820069408531615,6.0905581369366645e-09,0,0,False,,0.5,0,0,False,0.13333333333333333
HPGD,0,,0,2,1.5302500836690989,4.596867872684446e-08,0,0,False,,0.5,0,0,False,0.13333333333333333
IGHA1,0,,1,1,1.7591827466375012,8.011890091055442e-05,0,0,False,,0.5,0,0,False,0.13333333333333333
CENPM,0,,2,0,2.040716725046062,2.4559434091128392e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
IGHA2,0,,1,1,2.602955240492177,8.953056500670748e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
IGHV3-53,0,,1,1,1.870335185821562,1.7689810698398848e-10,0,0,False,,0.5,0,0,False,0.13333333333333333
CDKN1C,0,,0,2,2.1353630445576464,1.5778601424067299e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
CDKN2A,0,,2,0,1.750450761250702,1.0205690189159304e-14,0,0,False,,0.5,0,0,False,0.13333333333333333
CES1,0,,0,2,3.78224785920116,5.533568022278759e-20,0,0,False,,0.5,0,0,False,0.13333333333333333
CDH5,0,,0,2,2.6120519480011115,6.949476037393975e-34,0,0,False,,0.5,0,0,False,0.13333333333333333
CENPE,0,,2,0,1.5974567086289662,1.9117736137554584e-23,0,0,False,,0.5,0,0,False,0.13333333333333333
CENPA,0,,2,0,2.2596518209680188,6.417368824223784e-30,0,0,False,,0.5,0,0,False,0.13333333333333333
CEMIP,0,,2,0,1.7140391280148288,2.387447176113499e-18,0,0,False,,0.5,0,0,False,0.13333333333333333
CELSR3,0,,2,0,1.5774717648386436,6.55505512450241e-27,0,0,False,,0.5,0,0,False,0.13333333333333333
CENPW,0,,2,0,1.0376548021661605,1.682742765590487e-10,0,0,False,,0.5,0,0,False,0.13333333333333333
IGHV3-64D,0,,1,1,2.03034305518314,5.544228283951759e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
KIF20A,0,,2,0,2.7945636036026498,1.8136101875205215e-35,0,0,False,,0.5,0,0,False,0.13333333333333333
KIF18B,0,,2,0,2.2283417650591253,1.1412817186626885e-29,0,0,False,,0.5,0,0,False,0.13333333333333333
KIF11,0,,2,0,2.079251232419666,1.872840159337829e-32,0,0,False,,0.5,0,0,False,0.13333333333333333
C6,0,,0,2,1.6795901643100308,9.63693051153503e-09,0,0,False,,0.5,0,0,False,0.13333333333333333
CAPSL,0,,1,1,2.102302491489493,1.338144979181075e-10,0,0,False,,0.5,0,0,False,0.13333333333333333
CAPS,0,,1,1,1.896900390484229,7.753672693690587e-17,0,0,False,,0.5,0,0,False,0.13333333333333333
CAPN9,0,,1,1,1.3558548821689311,1.0400287376312866e-09,0,0,False,,0.5,0,0,False,0.13333333333333333
CACNG4,0,,1,1,2.119201594194741,9.94687034217465e-12,0,0,False,,0.5,0,0,False,0.13333333333333333
HSPA12B,0,,0,2,2.6586536086372345,1.39946215734052e-32,0,0,False,,0.5,0,0,False,0.13333333333333333
CAMK2N2,0,,2,0,1.337573123965754,4.382554491046475e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
KLK11,0,,0,2,2.135718448417357,3.515027217387784e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
KLK10,0,,0,2,1.8197449817555804,1.3322536441483573e-17,0,0,False,,0.5,0,0,False,0.13333333333333333
KCTD12,0,,0,2,1.6227970471164728,2.759309731580809e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
KLK7,0,,0,2,2.7491007655553177,8.71478273451899e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
KLK5,0,,0,2,3.128258440666706,1.1225052305935997e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
KLF4,0,,0,2,2.4733711855013416,8.11254064085192e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
KLF2,0,,0,2,1.997271411307639,2.8631539366834878e-24,0,0,False,,0.5,0,0,False,0.13333333333333333
KLF15,0,,0,2,2.703524963405922,1.0396446200435748e-26,0,0,False,,0.5,0,0,False,0.13333333333333333
CAMP,0,,1,1,2.610235095145642,1.3617378944511675e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
CASP4LP,0,,0,2,1.37816514452219,1.2113670277610482e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
CBX8,0,,2,0,1.1714571913794003,2.8893800719468968e-24,0,0,False,,0.5,0,0,False,0.13333333333333333
CBX7,0,,0,2,1.676963694233986,2.5528952923606346e-32,0,0,False,,0.5,0,0,False,0.13333333333333333
CBX2,0,,2,0,1.3923791578487394,3.3359694465648507e-14,0,0,False,,0.5,0,0,False,0.13333333333333333
KCNJ8,0,,0,2,1.5757863829998722,2.1928136956816007e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
ITIH5,0,,0,2,3.616729517962373,2.4853409805720874e-34,0,0,False,,0.5,0,0,False,0.13333333333333333
KCNK3,0,,0,2,2.826688036785222,1.1124769477336186e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
KCNAB1,0,,0,2,1.331453529437164,1.4049604433582117e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
KANK3,0,,0,2,2.6134475428761696,1.2500536375674906e-36,0,0,False,,0.5,0,0,False,0.13333333333333333
KIF22,0,,2,0,1.29236711855747,4.28405946180882e-26,0,0,False,,0.5,0,0,False,0.13333333333333333
KIF26B,0,,2,0,2.168883645639218,5.350014312279839e-33,0,0,False,,0.5,0,0,False,0.13333333333333333
KIF26A,0,,0,2,1.245734705776722,1.8249923767673743e-16,0,0,False,,0.5,0,0,False,0.13333333333333333
KIF23,0,,2,0,1.9752399559312652,9.383451785891504e-26,0,0,False,,0.5,0,0,False,0.13333333333333333
KAT2B,0,,0,2,1.3111607863076804,6.100735178161622e-24,0,0,False,,0.5,0,0,False,0.13333333333333333
KIF15,0,,2,0,1.6766680527924505,9.071190090299023e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
KIFC2,0,,2,0,1.408107746763286,8.901972621538118e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
KIFC1,0,,2,0,2.67563942903844,9.172969124401921e-29,0,0,False,,0.5,0,0,False,0.13333333333333333
KIF4A,0,,2,0,2.7977641199500707,5.548480785136443e-35,0,0,False,,0.5,0,0,False,0.13333333333333333
KIF2C,0,,2,0,2.576470403077467,8.646449459041781e-35,0,0,False,,0.5,0,0,False,0.13333333333333333
KCNE4,0,,2,0,1.3697203675452498,1.0426538996900036e-06,0,0,False,,0.5,0,0,False,0.13333333333333333
KNL1,0,,2,0,1.6404409886012612,6.7126076006732e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
LDB2,0,,0,2,2.556552477879125,5.9023778305759336e-36,0,0,False,,0.5,0,0,False,0.13333333333333333
LAMA4,0,,0,2,1.2250068191110772,5.223460105862815e-12,0,0,False,,0.5,0,0,False,0.13333333333333333
LAMA3,0,,0,2,2.007818559843316,8.452190163981299e-14,0,0,False,,0.5,0,0,False,0.13333333333333333
LIFR,0,,0,2,2.590062551515855,2.5311750929586805e-32,0,0,False,,0.5,0,0,False,0.13333333333333333
LGR4,0,,1,1,2.3311017229701494,4.803807361295244e-34,0,0,False,,0.5,0,0,False,0.13333333333333333
LGI4,0,,0,2,1.8501413078364144,2.7292371461415253e-27,0,0,False,,0.5,0,0,False,0.13333333333333333
LIMCH1,0,,0,2,1.7169999685761024,1.9039830003437598e-22,0,0,False,,0.5,0,0,False,0.13333333333333333
LEPR,0,,0,2,2.650335978579883,2.9995628555511993e-24,0,0,False,,0.5,0,0,False,0.13333333333333333
KL,0,,0,2,2.5041240352541685,3.425629649135601e-37,0,0,False,,0.5,0,0,False,0.13333333333333333
LINC01352,0,,0,2,1.200487497074477,1.2069131185360964e-15,0,0,False,,0.5,0,0,False,0.13333333333333333
LIMS2,0,,0,2,2.7973806501990657,1.1120497249582428e-42,0,0,False,,0.5,0,0,False,0.13333333333333333
LINC00968,0,,0,2,2.346612525018516,1.1663638397217994e-27,0,0,False,,0.5,0,0,False,0.13333333333333333
LINC00665,0,,2,0,1.3588882972221883,1.027319370560479e-15,0,0,False,,0.5,0,0,False,0.13333333333333333
LINC02009,0,,1,1,1.235702668092268,6.800548787850712e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
LINC01614,0,,2,0,3.655982792469346,6.134619328441968e-38,0,0,False,,0.5,0,0,False,0.13333333333333333
LMO2,0,,0,2,1.9281883967132023,4.7906872724138635e-35,0,0,False,,0.5,0,0,False,0.13333333333333333
LMNB1,0,,2,0,2.2404129966801403,4.256476341143884e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
LINC02635,0,,0,2,1.2999191318899008,1.3623365357485411e-14,0,0,False,,0.5,0,0,False,0.13333333333333333
LHFPL6,0,,0,2,2.048711614545863,5.327830326078965e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
KLF9,0,,0,2,1.6898333566773696,2.2973763366607802e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
KLF6,0,,0,2,1.7821161994816537,1.4272003954370521e-22,0,0,False,,0.5,0,0,False,0.13333333333333333
KLF10,0,,0,2,1.11692398253133,2.809075638947361e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
KLB,0,,0,2,2.770326374618936,4.4383655548231496e-14,0,0,False,,0.5,0,0,False,0.13333333333333333
LAGE3,0,,2,0,1.621603345238135,3.3658546495140987e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
KRT15,0,,1,1,2.3700938242836767,2.4535795466861093e-10,0,0,False,,0.5,0,0,False,0.13333333333333333
KRT8,0,,2,0,2.2347466752082408,7.868322504793834e-17,0,0,False,,0.5,0,0,False,0.13333333333333333
KRT16,0,,1,1,1.7198786539067974,2.7207888146671044e-12,0,0,False,,0.5,0,0,False,0.13333333333333333
C16orf89,0,,0,2,2.2428114430420227,6.41821480698387e-16,0,0,False,,0.5,0,0,False,0.13333333333333333
KPNA2,0,,2,0,1.8597096593460387,2.034649360768987e-26,0,0,False,,0.5,0,0,False,0.13333333333333333
C1QTNF7,0,,0,2,2.1928973935935154,2.000211020058057e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
C19orf48,0,,2,0,1.202770094360447,2.4043632834231565e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
C7,0,,0,2,2.582434524781404,3.0910948295699154e-19,0,0,False,,0.5,0,0,False,0.13333333333333333
CAB39L,0,,0,2,1.3435570431201702,2.3938879597840906e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
CA4,0,,0,2,4.320155846507248,7.872619301646772e-37,0,0,False,,0.5,0,0,False,0.13333333333333333
CA3,0,,0,2,3.144745857060809,2.310876409738616e-18,0,0,False,,0.5,0,0,False,0.13333333333333333
C4orf48,0,,2,0,1.3665681010405728,2.61150145906644e-12,0,0,False,,0.5,0,0,False,0.13333333333333333
C4BPA,0,,0,2,2.501046676145285,8.068338625312437e-14,0,0,False,,0.5,0,0,False,0.13333333333333333
LCN2,0,,1,1,1.6442241169650345,1.523372651473562e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
C1orf115,0,,0,2,1.9180746024797648,3.3498724969280616e-26,0,0,False,,0.5,0,0,False,0.13333333333333333
IGLV2-18,0,,1,1,1.6697038724516662,8.230250274089399e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV6D-21,0,,1,1,1.40152019853026,4.923355476716867e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV6-21,0,,1,1,1.7140546113132489,5.436739812953355e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV5-2,0,,1,1,1.3423317276552225,5.107100934423563e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV3-7,0,,1,1,1.8020583711976943,8.815614847983589e-12,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV3D-20,0,,1,1,1.9407572821353491,5.6011668629702604e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
IGLV8-61,0,,1,1,1.4720043882197291,0.0001271331303178,0,0,False,,0.5,0,0,False,0.13333333333333333
IGLV7-46,0,,1,1,1.5474234669616678,1.01201629316239e-05,0,0,False,,0.5,0,0,False,0.13333333333333333
IGLV4-60,0,,1,1,1.6943175789102851,3.3034712380720154e-06,0,0,False,,0.5,0,0,False,0.13333333333333333
CASQ2,0,,0,2,2.307877292299339,4.021085575528822e-20,0,0,False,,0.5,0,0,False,0.13333333333333333
IGSF9,0,,2,0,2.4035016132729146,1.9747632868743803e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
IGSF10,0,,0,2,2.431996710980796,1.8636343087893503e-27,0,0,False,,0.5,0,0,False,0.13333333333333333
IGLV3-10,0,,1,1,2.038574183701476,5.346837817059094e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
IGLV2-8,0,,1,1,1.9607988465284516,2.2691450246795958e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
IGLV7-43,0,,1,1,1.411609196253365,1.964333256438278e-05,0,0,False,,0.5,0,0,False,0.13333333333333333
IGLV5-45,0,,1,1,1.4506093998778071,7.299322125772836e-06,0,0,False,,0.5,0,0,False,0.13333333333333333
IGLV5-37,0,,1,1,1.4253381408952297,2.6707721669751835e-06,0,0,False,,0.5,0,0,False,0.13333333333333333
IGLV4-69,0,,1,1,1.9792578078976897,9.115750956362392e-09,0,0,False,,0.5,0,0,False,0.13333333333333333
CAVIN1,0,,0,2,2.3400084314644163,1.0518676315026978e-37,0,0,False,,0.5,0,0,False,0.13333333333333333
IGLV3-27,0,,1,1,1.4700099269160862,4.395707300749643e-05,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV1-8,0,,1,1,1.6145827386173606,3.76121237101513e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV2-28,0,,1,1,1.6283781385522034,1.771489318079845e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV2-24,0,,1,1,1.4818476459931134,4.108063573104947e-05,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV1OR2-108,0,,1,1,1.8339682617838384,5.511153568528879e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV1-17,0,,1,1,1.7128974602045242,9.08739892067492e-08,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV1-16,0,,1,1,1.8657759853296063,5.3168231273782775e-09,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV1D-33,0,,1,1,1.5287383247132982,4.69609189853652e-10,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV1D-16,0,,1,1,1.5196647824793883,2.5195130982144546e-08,0,0,False,,0.5,0,0,False,0.13333333333333333
CCDC50,0,,0,2,1.12344612609298,4.106683293873028e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
IGLV2-23,0,,1,1,1.975555973405592,2.7619657623992674e-09,0,0,False,,0.5,0,0,False,0.13333333333333333
CD302,0,,0,2,1.5286124222190236,3.6196349872988083e-22,0,0,False,,0.5,0,0,False,0.13333333333333333
CD300LG,0,,0,2,4.46813657436056,5.568710283567307e-40,0,0,False,,0.5,0,0,False,0.13333333333333333
CCNP,0,,2,0,1.8221171341671016,4.1491130346446297e-17,0,0,False,,0.5,0,0,False,0.13333333333333333
IGLV2-11,0,,1,1,1.8298597902773543,2.616459777563349e-08,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV1-6,0,,1,1,1.7390057366471217,1.1642640952064022e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV1-33,0,,1,1,1.7974925909035169,4.0346772989129976e-14,0,0,False,,0.5,0,0,False,0.13333333333333333
IGKV1-27,0,,1,1,1.6900776944478677,3.0378768366822966e-08,0,0,False,,0.5,0,0,False,0.13333333333333333
IGLV1-36,0,,1,1,1.5505043185711376,1.6487654884403423e-06,0,0,False,,0.5,0,0,False,0.13333333333333333
IGLV2-28,0,,1,1,1.7522906085495067,8.713793915030087e-08,0,0,False,,0.5,0,0,False,0.13333333333333333
CCDC69,0,,0,2,2.5635397508097477,3.956854282130577e-34,0,0,False,,0.5,0,0,False,0.13333333333333333
IQGAP3,0,,2,0,2.6986807030435345,3.8249837838773427e-38,0,0,False,,0.5,0,0,False,0.13333333333333333
IQCN,0,,0,2,1.69224052327205,5.840987192510964e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
IRX6,0,,0,2,1.9648710499396465,6.069734993892725e-16,0,0,False,,0.5,0,0,False,0.13333333333333333
IRF7,0,,2,0,1.5923918559383683,1.1303550637515822e-18,0,0,False,,0.5,0,0,False,0.13333333333333333
IRAK3,0,,0,2,1.1998640990183036,4.849106968829477e-12,0,0,False,,0.5,0,0,False,0.13333333333333333
JPT1,0,,2,0,1.833349162670212,3.99472131492488e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
JPH2,0,,0,2,2.244068425556036,1.5270782748739465e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
IQANK1,0,,2,0,2.105328837393898,2.3838387850746968e-29,0,0,False,,0.5,0,0,False,0.13333333333333333
JAM3,0,,0,2,1.3004856829345193,5.142504548197631e-16,0,0,False,,0.5,0,0,False,0.13333333333333333
CAV2,0,,0,2,2.770806399929679,4.668680068820667e-40,0,0,False,,0.5,0,0,False,0.13333333333333333
JUN,0,,0,2,1.6157757914221822,1.962703866496269e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
ITPKA,0,,2,0,2.646627449675591,3.037114572251296e-23,0,0,False,,0.5,0,0,False,0.13333333333333333
ITM2A,0,,0,2,2.7006145346874098,8.228484664479122e-37,0,0,False,,0.5,0,0,False,0.13333333333333333
CALB2,0,,0,2,2.5140638703266367,7.029793227469511e-12,0,0,False,,0.5,0,0,False,0.13333333333333333
CCBE1,0,,0,2,2.491261440902855,9.641646963636851e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
CACHD1,0,,0,2,2.050780134344471,1.0829610716749907e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
CBLC,0,,2,0,2.614733546367718,2.6616071712858497e-37,0,0,False,,0.5,0,0,False,0.13333333333333333
CAVIN2,0,,0,2,4.18092006429727,8.845022002810175e-50,0,0,False,,0.5,0,0,False,0.13333333333333333
CCDC167,0,,2,0,1.6909000396545943,1.8066992625281266e-29,0,0,False,,0.5,0,0,False,0.13333333333333333
JAM2,0,,0,2,2.4567565546781656,9.110071484209453e-43,0,0,False,,0.5,0,0,False,0.13333333333333333
CAV1,0,,0,2,4.059556265520968,1.805097780402515e-49,0,0,False,,0.5,0,0,False,0.13333333333333333
CAT,0,,0,2,2.051068091237763,4.786479877737402e-44,0,0,False,,0.5,0,0,False,0.13333333333333333
CCN1,0,,0,2,1.7428143738165387,3.863745774568829e-12,0,0,False,,0.5,0,0,False,0.13333333333333333
CCM2L,0,,0,2,2.0752193496804283,8.302433195542496e-33,0,0,False,,0.5,0,0,False,0.13333333333333333
CCL18,0,,0,2,1.4134760999251896,0.0001131089559457,0,0,False,,0.5,0,0,False,0.13333333333333333
CCN5,0,,0,2,2.306043238632577,2.5656783663792182e-24,0,0,False,,0.5,0,0,False,0.13333333333333333
CCN4,0,,2,0,2.609189166504412,4.200398537443116e-32,0,0,False,,0.5,0,0,False,0.13333333333333333
CCDC8,0,,0,2,1.5894386271259622,7.363839541039715e-10,0,0,False,,0.5,0,0,False,0.13333333333333333
CCL24,0,,0,2,1.89132145937524,1.0958150329038966e-10,0,0,False,,0.5,0,0,False,0.13333333333333333
IQSEC3,0,,0,2,1.6107446110179415,2.2871580103577106e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
CCL21,0,,0,2,3.409393205853981,5.740673923151087e-22,0,0,False,,0.5,0,0,False,0.13333333333333333
IL6,0,,0,2,2.266218427066888,8.237308985060063e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
INMT,0,,0,2,4.077648150713278,1.1317178409592188e-42,0,0,False,,0.5,0,0,False,0.13333333333333333
INKA2,0,,0,2,1.416654218783051,2.835752152004379e-33,0,0,False,,0.5,0,0,False,0.13333333333333333
IL33,0,,0,2,3.3426662653047363,6.943640914142655e-38,0,0,False,,0.5,0,0,False,0.13333333333333333
IL4I1,0,,2,0,1.716669447344629,2.5580964251575032e-14,0,0,False,,0.5,0,0,False,0.13333333333333333
IL34,0,,0,2,1.7964104832900831,5.428283996856094e-18,0,0,False,,0.5,0,0,False,0.13333333333333333
IL20RA,0,,0,2,1.873341628477548,7.025284948261952e-19,0,0,False,,0.5,0,0,False,0.13333333333333333
IRX1,0,,0,2,2.2277667817411397,2.089180201245777e-27,0,0,False,,0.5,0,0,False,0.13333333333333333
CCL23,0,,0,2,2.5569993759438674,2.510359360514544e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
F12,0,,2,0,1.433229256072988,1.3316704222844553e-22,0,0,False,,0.5,0,0,False,0.13333333333333333
F10,0,,0,2,2.154563296803406,4.974425449220739e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
EXO1,0,,2,0,2.2918789900035272,1.3590497337896672e-32,0,0,False,,0.5,0,0,False,0.13333333333333333
FAM83D,0,,2,0,2.4784020986492337,1.4370204279021882e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
FAM43A,0,,0,2,1.1784261875051492,4.050097102477922e-18,0,0,False,,0.5,0,0,False,0.13333333333333333
FAM189A2,0,,0,2,2.78538958578588,1.0518676315026978e-37,0,0,False,,0.5,0,0,False,0.13333333333333333
FAM184A,0,,0,2,1.4999678636618134,1.7896647968727942e-20,0,0,False,,0.5,0,0,False,0.13333333333333333
FAM180A,0,,0,2,1.1526551849912596,5.688114214047606e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
LMOD1,0,,0,2,2.661198192329658,3.059037890359415e-36,0,0,False,,0.5,0,0,False,0.13333333333333333
FAM162B,0,,0,2,2.274964098387968,5.632751222438415e-33,0,0,False,,0.5,0,0,False,0.13333333333333333
CTSG,0,,0,2,1.920749687346312,1.0148277118059769e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
CX3CR1,0,,0,2,1.47223223215079,5.368154054262955e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
DAAM2,0,,0,2,1.412411150200472,1.2884340006266653e-17,0,0,False,,0.5,0,0,False,0.13333333333333333
CYYR1,0,,0,2,2.299833668358156,9.151868854217972e-33,0,0,False,,0.5,0,0,False,0.13333333333333333
CYTL1,0,,0,2,1.4751815904851635,1.2629864282449766e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
CYP4X1,0,,0,2,1.2372885461477194,8.926406597778717e-08,0,0,False,,0.5,0,0,False,0.13333333333333333
DAB2IP,0,,0,2,1.066254004737731,6.677150638696233e-14,0,0,False,,0.5,0,0,False,0.13333333333333333
CYP2B7P,0,,1,1,2.258910736712823,6.469493965268244e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
FAM166B,0,,0,2,1.708894663642578,9.613009942588029e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
ESPL1,0,,2,0,1.757151299272156,2.747007665113513e-26,0,0,False,,0.5,0,0,False,0.13333333333333333
ESCO2,0,,2,0,1.3346346124621156,7.959671099987962e-23,0,0,False,,0.5,0,0,False,0.13333333333333333
ERG,0,,0,2,2.088005748426955,8.204490009003684e-30,0,0,False,,0.5,0,0,False,0.13333333333333333
CYGB,0,,0,2,1.2992203132616775,2.8514900353566062e-22,0,0,False,,0.5,0,0,False,0.13333333333333333
CYBRD1,0,,0,2,2.078424459374231,1.0309746507995206e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
CYP2U1,0,,0,2,1.1422029125414004,6.995006763931697e-23,0,0,False,,0.5,0,0,False,0.13333333333333333
DENND2A,0,,0,2,1.9885713039104749,7.103747441040258e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
DDR2,0,,0,2,2.294320442121957,2.3034418751093587e-18,0,0,False,,0.5,0,0,False,0.13333333333333333
DEPDC1B,0,,2,0,1.971621203395952,4.328891161000974e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
F8,0,,0,2,1.5178026296905087,5.427015616098395e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
DCN,0,,0,2,2.1853197754807017,3.562931762298298e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
DCDC2,0,,0,2,1.6015445818838463,4.142187065907072e-19,0,0,False,,0.5,0,0,False,0.13333333333333333
DCAF13,0,,2,0,1.1399420672333096,1.3211775285594043e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
DBNDD1,0,,2,0,1.76072155094201,7.650595050550822e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
ESAM,0,,0,2,2.3094977656012627,2.355751220209691e-38,0,0,False,,0.5,0,0,False,0.13333333333333333
FAM110D,0,,0,2,1.8882452000006127,8.365030417065001e-24,0,0,False,,0.5,0,0,False,0.13333333333333333
FAM107A,0,,0,2,4.411696774200598,9.721284555606907e-38,0,0,False,,0.5,0,0,False,0.13333333333333333
FABP5,0,,0,2,2.041712907597191,7.77103756276523e-26,0,0,False,,0.5,0,0,False,0.13333333333333333
FABP4,0,,0,2,5.74594904391178,1.975540081817918e-53,0,0,False,,0.5,0,0,False,0.13333333333333333
DEPDC1,0,,2,0,1.856060552490861,3.104877988292473e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
FEZ1,0,,0,2,1.8411290778318132,4.278069087939976e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
